model,view_definition,task_type,difficulty,count,option_accuracy,bbox_acc@50iou,bbox_mean_iou
OpenGVLab/InternVL3_5-8B-Thinking,Agent-State Reasoning,self_where,all,1024,0.2705078125,0.1376953125,0.27971529264122746
OpenGVLab/InternVL3_5-8B-Thinking,Agent-State Reasoning,self_what,all,1024,0.220703125,0.10546875,0.2646680309012455
OpenGVLab/InternVL3_5-8B-Thinking,World-State Reasoning,env_where,all,1024,0.3525390625,0.04296875,0.13562817977394231
OpenGVLab/InternVL3_5-8B-Thinking,World-State Reasoning,env_how,all,1024,0.365234375,0.0576171875,0.14513715437396335
Qwen/Qwen3.5-122B-A10B-Instant,Agent-State Reasoning,self_where,all,1024,0.326171875,0.291015625,0.31582646397765934
Qwen/Qwen3.5-122B-A10B-Instant,Agent-State Reasoning,self_what,all,1024,0.3779296875,0.259765625,0.3162226498858958
Qwen/Qwen3.5-122B-A10B-Instant,World-State Reasoning,env_where,all,1024,0.4970703125,0.060546875,0.19388978361518874
Qwen/Qwen3.5-122B-A10B-Instant,World-State Reasoning,env_how,all,1024,0.490234375,0.068359375,0.18778407539101805
Qwen/Qwen3.5-27B-Instant,Agent-State Reasoning,self_where,all,1024,0.31640625,0.427734375,0.398853082751578
Qwen/Qwen3.5-27B-Instant,Agent-State Reasoning,self_what,all,1024,0.37109375,0.2275390625,0.2850299800511967
Qwen/Qwen3.5-27B-Instant,World-State Reasoning,env_where,all,1024,0.578125,0.0732421875,0.20380142122282185
Qwen/Qwen3.5-27B-Instant,World-State Reasoning,env_how,all,1024,0.505859375,0.0751953125,0.20959987270273203
Qwen/Qwen3.5-35B-A3B-Instant,Agent-State Reasoning,self_where,all,1024,0.294921875,0.2763671875,0.3047749474855459
Qwen/Qwen3.5-35B-A3B-Instant,Agent-State Reasoning,self_what,all,1024,0.2744140625,0.005859375,0.008414639464736662
Qwen/Qwen3.5-35B-A3B-Instant,World-State Reasoning,env_where,all,1024,0.5322265625,0.060546875,0.14510394570379623
Qwen/Qwen3.5-35B-A3B-Instant,World-State Reasoning,env_how,all,1024,0.5751953125,0.072265625,0.18533249166098922
Qwen/Qwen3.5-397B-A17B-Instant,Agent-State Reasoning,self_where,all,1024,0.2744140625,0.033203125,0.1257857271713905
Qwen/Qwen3.5-397B-A17B-Instant,Agent-State Reasoning,self_what,all,1024,0.3583984375,0.134765625,0.23539118931897982
Qwen/Qwen3.5-397B-A17B-Instant,World-State Reasoning,env_where,all,1024,0.4794921875,0.0283203125,0.13011113502795574
Qwen/Qwen3.5-397B-A17B-Instant,World-State Reasoning,env_how,all,1024,0.4619140625,0.0439453125,0.13858524486546525
Qwen/Qwen3.5-4B-GRPOB-Instant,Agent-State Reasoning,self_where,all,691,0.32127351664254705,0.1447178002894356,0.22838688841242402
Qwen/Qwen3.5-4B-GRPOB-Instant,Agent-State Reasoning,self_what,all,683,0.2840409956076135,0.13323572474377746,0.22976677023070768
Qwen/Qwen3.5-4B-GRPOB-Instant,World-State Reasoning,env_where,all,500,0.502,0.104,0.21448147520282662
Qwen/Qwen3.5-4B-GRPOB-Instant,World-State Reasoning,env_how,all,500,0.48,0.086,0.19179759438853528
Qwen/Qwen3.5-4B-Instant,Agent-State Reasoning,self_where,all,1024,0.30859375,0.12890625,0.23210183389766162
Qwen/Qwen3.5-4B-Instant,Agent-State Reasoning,self_what,all,1024,0.3017578125,0.1240234375,0.2309610589162234
Qwen/Qwen3.5-4B-Instant,World-State Reasoning,env_where,all,1024,0.474609375,0.068359375,0.17770075275807842
Qwen/Qwen3.5-4B-Instant,World-State Reasoning,env_how,all,1024,0.474609375,0.0634765625,0.17960717020045303
Qwen/Qwen3.5-4B-SFT-Instant,Agent-State Reasoning,self_where,all,768,0.3216145833333333,0.12890625,0.22606270297435924
Qwen/Qwen3.5-4B-SFT-Instant,Agent-State Reasoning,self_what,all,766,0.3185378590078329,0.1409921671018277,0.227200808366081
Qwen/Qwen3.5-4B-SFT-Instant,World-State Reasoning,env_where,all,768,0.51171875,0.11067708333333333,0.23411991988636963
Qwen/Qwen3.5-4B-SFT-Instant,World-State Reasoning,env_how,all,768,0.5221354166666666,0.09114583333333333,0.20981490324205035
Qwen/Qwen3.5-4B-Thinking,Agent-State Reasoning,self_where,all,1024,0.2900390625,0.177734375,0.25605577462185025
Qwen/Qwen3.5-4B-Thinking,Agent-State Reasoning,self_what,all,1024,0.3046875,0.18359375,0.24465548688318267
Qwen/Qwen3.5-4B-Thinking,World-State Reasoning,env_where,all,1024,0.521484375,0.1240234375,0.22495697687743912
Qwen/Qwen3.5-4B-Thinking,World-State Reasoning,env_how,all,1024,0.546875,0.1240234375,0.21598138196586036
Qwen/Qwen3.5-4B-UAV-DualCog-GRPO-Instant,Agent-State Reasoning,self_where,all,1024,0.4140625,0.7490234375,0.6191440171954129
Qwen/Qwen3.5-4B-UAV-DualCog-GRPO-Instant,Agent-State Reasoning,self_what,all,1024,0.3720703125,0.73046875,0.6131670893623973
Qwen/Qwen3.5-4B-UAV-DualCog-GRPO-Instant,World-State Reasoning,env_where,all,1024,0.7890625,0.5263671875,0.4622806303314987
Qwen/Qwen3.5-4B-UAV-DualCog-GRPO-Instant,World-State Reasoning,env_how,all,1024,0.8154296875,0.501953125,0.45632442809380835
Qwen/Qwen3.5-4B-UAV-DualCog-SFT-Instant,Agent-State Reasoning,self_where,all,1024,0.3916015625,0.748046875,0.6169851542557376
Qwen/Qwen3.5-4B-UAV-DualCog-SFT-Instant,Agent-State Reasoning,self_what,all,1024,0.3681640625,0.7490234375,0.6189830616096866
Qwen/Qwen3.5-4B-UAV-DualCog-SFT-Instant,World-State Reasoning,env_where,all,1024,0.7900390625,0.5166015625,0.46354887097000896
Qwen/Qwen3.5-4B-UAV-DualCog-SFT-Instant,World-State Reasoning,env_how,all,1024,0.8076171875,0.5068359375,0.4549045663239272
Qwen/Qwen3.5-9B-Instant,Agent-State Reasoning,self_where,all,1024,0.2900390625,0.1591796875,0.25812597432235024
Qwen/Qwen3.5-9B-Instant,Agent-State Reasoning,self_what,all,1024,0.2900390625,0.2294921875,0.32485194228746245
Qwen/Qwen3.5-9B-Instant,World-State Reasoning,env_where,all,1024,0.5322265625,0.1025390625,0.20895423746461458
Qwen/Qwen3.5-9B-Instant,World-State Reasoning,env_how,all,1024,0.5224609375,0.115234375,0.22145760533145872
Qwen/Qwen3.5-9B-Thinking,Agent-State Reasoning,self_where,all,1024,0.2353515625,0.1396484375,0.20679473857195393
Qwen/Qwen3.5-9B-Thinking,Agent-State Reasoning,self_what,all,1024,0.2392578125,0.1083984375,0.18506748601358616
Qwen/Qwen3.5-9B-Thinking,World-State Reasoning,env_where,all,1024,0.560546875,0.1083984375,0.20531294121957192
Qwen/Qwen3.5-9B-Thinking,World-State Reasoning,env_how,all,1024,0.572265625,0.1123046875,0.21211433375384783
SenseNova-SI-1.2-InternVL3-8B-Instant,Agent-State Reasoning,self_where,all,1024,0.1748046875,0.107421875,0.10597067800081297
SenseNova-SI-1.2-InternVL3-8B-Instant,Agent-State Reasoning,self_what,all,1024,0.0009765625,0.0,0.000718016591972124
SenseNova-SI-1.2-InternVL3-8B-Instant,World-State Reasoning,env_where,all,1024,0.1533203125,0.033203125,0.058874382364112625
SenseNova-SI-1.2-InternVL3-8B-Instant,World-State Reasoning,env_how,all,1024,0.4541015625,0.0595703125,0.08451924543522185
SpaceOm-Instant,Agent-State Reasoning,self_where,all,1024,0.2470703125,0.0283203125,0.0667593108146661
SpaceOm-Instant,Agent-State Reasoning,self_what,all,1024,0.2451171875,0.0419921875,0.11394461367796885
SpaceOm-Instant,World-State Reasoning,env_where,all,1024,0.3515625,0.0244140625,0.08590030727970321
SpaceOm-Instant,World-State Reasoning,env_how,all,1024,0.328125,0.017578125,0.0647737847647762
SpaceR-Instant,Agent-State Reasoning,self_where,all,1024,0.2060546875,0.025390625,0.06253679675097253
SpaceR-Instant,Agent-State Reasoning,self_what,all,1024,0.240234375,0.0107421875,0.01827479935108782
SpaceR-Instant,World-State Reasoning,env_where,all,1024,0.423828125,0.021484375,0.06499989676954455
SpaceR-Instant,World-State Reasoning,env_how,all,1024,0.48828125,0.0234375,0.06931860054981212
SpaceThinker-Instant,Agent-State Reasoning,self_where,all,1024,0.2255859375,0.01171875,0.03026314475608683
SpaceThinker-Instant,Agent-State Reasoning,self_what,all,1024,0.25390625,0.017578125,0.05918726980712662
SpaceThinker-Instant,World-State Reasoning,env_where,all,1024,0.328125,0.005859375,0.05092958125897693
SpaceThinker-Instant,World-State Reasoning,env_how,all,1024,0.3427734375,0.0068359375,0.04660499710124178
VST-7B-RL-Instant,Agent-State Reasoning,self_where,all,1024,0.2919921875,0.0,9.988795204543594e-05
VST-7B-RL-Instant,Agent-State Reasoning,self_what,all,1024,0.2412109375,0.0,0.0
VST-7B-RL-Instant,World-State Reasoning,env_where,all,1024,0.4716796875,0.0,0.0012961364998428197
VST-7B-RL-Instant,World-State Reasoning,env_how,all,1024,0.4404296875,0.0,0.00046779035004966747
VST-7B-SFT-Instant,Agent-State Reasoning,self_where,all,1024,0.28125,0.0,6.421426304691359e-05
VST-7B-SFT-Instant,Agent-State Reasoning,self_what,all,1024,0.23046875,0.0,0.00012038611144511759
VST-7B-SFT-Instant,World-State Reasoning,env_where,all,1024,0.46484375,0.0,0.002285252783896345
VST-7B-SFT-Instant,World-State Reasoning,env_how,all,1024,0.4658203125,0.0,0.0024070731688473836
ViLaSR-Instant,Agent-State Reasoning,self_where,all,1024,0.1884765625,0.04296875,0.07633668705445462
ViLaSR-Instant,Agent-State Reasoning,self_what,all,1024,0.220703125,0.01953125,0.03545554354079953
ViLaSR-Instant,World-State Reasoning,env_where,all,1024,0.4306640625,0.0185546875,0.03501944867868133
ViLaSR-Instant,World-State Reasoning,env_how,all,1024,0.4970703125,0.0146484375,0.03168469289754231
anthropic/claude-sonnet-4.6-Instant,Agent-State Reasoning,self_where,all,1024,0.376953125,0.048828125,0.18233124906119774
anthropic/claude-sonnet-4.6-Instant,Agent-State Reasoning,self_what,all,1024,0.236328125,0.0361328125,0.15079294696380086
anthropic/claude-sonnet-4.6-Instant,World-State Reasoning,env_where,all,1024,0.4853515625,0.095703125,0.2021838951660152
anthropic/claude-sonnet-4.6-Instant,World-State Reasoning,env_how,all,1024,0.6103515625,0.0859375,0.19871907975809922
claude-opus-4-5-20251101-fastai-Thinking,Agent-State Reasoning,self_where,all,1024,0.1884765625,0.015625,0.0688371094269058
claude-opus-4-5-20251101-fastai-Thinking,Agent-State Reasoning,self_what,all,1024,0.115234375,0.025390625,0.08116810714773016
claude-opus-4-5-20251101-fastai-Thinking,World-State Reasoning,env_where,all,1024,0.2060546875,0.0205078125,0.06794609814287113
claude-opus-4-5-20251101-fastai-Thinking,World-State Reasoning,env_how,all,1024,0.18359375,0.0205078125,0.06339409207137771
claude-opus-4-5-20251101-fastai-Thinking-High,Agent-State Reasoning,self_where,all,1024,0.2021484375,0.015625,0.07636627161931495
claude-opus-4-5-20251101-fastai-Thinking-High,Agent-State Reasoning,self_what,all,1024,0.142578125,0.0341796875,0.09319001714106917
claude-opus-4-5-20251101-fastai-Thinking-High,World-State Reasoning,env_where,all,1024,0.2216796875,0.0166015625,0.06912280668623795
claude-opus-4-5-20251101-fastai-Thinking-High,World-State Reasoning,env_how,all,1024,0.1845703125,0.0166015625,0.06250407791747623
claude-opus-4-6-Thinking,Agent-State Reasoning,self_where,all,1024,0.380859375,0.021484375,0.15634666545460804
claude-opus-4-6-Thinking,Agent-State Reasoning,self_what,all,1024,0.32421875,0.0283203125,0.18725613134041824
claude-opus-4-6-Thinking,World-State Reasoning,env_where,all,1024,0.6201171875,0.0859375,0.19683677121962403
claude-opus-4-6-Thinking,World-State Reasoning,env_how,all,1024,0.5888671875,0.091796875,0.20055051698866158
claude-opus-4-6-Thinking-High,Agent-State Reasoning,self_where,all,1024,0.1884765625,0.0146484375,0.06583291059277334
claude-opus-4-6-Thinking-High,Agent-State Reasoning,self_what,all,1024,0.12890625,0.0068359375,0.06445962064905505
claude-opus-4-6-Thinking-High,World-State Reasoning,env_where,all,1024,0.228515625,0.0341796875,0.07892635981346968
claude-opus-4-6-Thinking-High,World-State Reasoning,env_how,all,1024,0.208984375,0.03515625,0.07564093131844166
claude-opus-4-7-Instant,Agent-State Reasoning,self_where,all,1024,0.0,0.0,0.0
claude-opus-4-7-Instant,Agent-State Reasoning,self_what,all,1024,0.0,0.0,0.0
claude-opus-4-7-Instant,World-State Reasoning,env_where,all,1024,0.0,0.0,0.0
claude-opus-4-7-Instant,World-State Reasoning,env_how,all,1024,0.0,0.0,0.0
claude-opus-4-7-Thinking,Agent-State Reasoning,self_where,all,1024,0.392578125,0.08203125,0.20090918316127723
claude-opus-4-7-Thinking,Agent-State Reasoning,self_what,all,1024,0.3720703125,0.0703125,0.18121905878917058
claude-opus-4-7-Thinking,World-State Reasoning,env_where,all,1024,0.4970703125,0.0712890625,0.18616219025370048
claude-opus-4-7-Thinking,World-State Reasoning,env_how,all,1024,0.390625,0.0791015625,0.17991440993105473
claude-opus-4-7-Thinking-High,Agent-State Reasoning,self_where,all,1024,0.2587890625,0.06640625,0.13915024159214867
claude-opus-4-7-Thinking-High,Agent-State Reasoning,self_what,all,1024,0.1923828125,0.04296875,0.10121833407552953
claude-opus-4-7-Thinking-High,World-State Reasoning,env_where,all,1024,0.232421875,0.0380859375,0.09683602354018085
claude-opus-4-7-Thinking-High,World-State Reasoning,env_how,all,1024,0.1826171875,0.0458984375,0.0994693924057316
claude-opus-4-8-Thinking,Agent-State Reasoning,self_where,all,1024,0.3935546875,0.1142578125,0.23511914454081667
claude-opus-4-8-Thinking,Agent-State Reasoning,self_what,all,1024,0.359375,0.142578125,0.253603463465568
claude-opus-4-8-Thinking,World-State Reasoning,env_where,all,1024,0.541015625,0.1044921875,0.23708533618316346
claude-opus-4-8-Thinking,World-State Reasoning,env_how,all,1024,0.5185546875,0.080078125,0.21709721661825845
claude-opus-4-8-Thinking-High,Agent-State Reasoning,self_where,all,1024,0.2041015625,0.052734375,0.10172436257461989
claude-opus-4-8-Thinking-High,Agent-State Reasoning,self_what,all,1024,0.1474609375,0.0439453125,0.08858482571750086
claude-opus-4-8-Thinking-High,World-State Reasoning,env_where,all,1024,0.189453125,0.0341796875,0.0830640357496659
claude-opus-4-8-Thinking-High,World-State Reasoning,env_how,all,1024,0.162109375,0.0234375,0.07202015401527674
gemini-3.1-pro-preview-Thinking,Agent-State Reasoning,self_where,all,1024,0.4091796875,0.587890625,0.5046946599306742
gemini-3.1-pro-preview-Thinking,Agent-State Reasoning,self_what,all,1024,0.587890625,0.5986328125,0.522916979487563
gemini-3.1-pro-preview-Thinking,World-State Reasoning,env_where,all,1024,0.63671875,0.375,0.36776498269677876
gemini-3.1-pro-preview-Thinking,World-State Reasoning,env_how,all,1024,0.4716796875,0.37109375,0.3643367641668675
google/gemini-3-flash-preview-Instant,Agent-State Reasoning,self_where,all,1024,0.4755859375,0.3359375,0.33848101606695974
google/gemini-3-flash-preview-Instant,Agent-State Reasoning,self_what,all,1024,0.458984375,0.375,0.38485909495123943
google/gemini-3-flash-preview-Instant,World-State Reasoning,env_where,all,1024,0.5615234375,0.0498046875,0.13524340531072504
google/gemini-3-flash-preview-Instant,World-State Reasoning,env_how,all,1024,0.5126953125,0.05078125,0.12243354844529358
google/gemini-3.1-flash-lite-preview-Instant,Agent-State Reasoning,self_where,all,1024,0.3369140625,0.4814453125,0.4566776570824918
google/gemini-3.1-flash-lite-preview-Instant,Agent-State Reasoning,self_what,all,1024,0.30078125,0.4794921875,0.46044338778460586
google/gemini-3.1-flash-lite-preview-Instant,World-State Reasoning,env_where,all,1024,0.4755859375,0.0966796875,0.21109204924798952
google/gemini-3.1-flash-lite-preview-Instant,World-State Reasoning,env_how,all,1024,0.359375,0.0927734375,0.20803910767407036
gpt-5.4-Instant,Agent-State Reasoning,self_where,all,1024,0.37890625,0.1220703125,0.24146379279619581
gpt-5.4-Instant,Agent-State Reasoning,self_what,all,1024,0.3759765625,0.138671875,0.258585292547381
gpt-5.4-Instant,World-State Reasoning,env_where,all,1024,0.3779296875,0.12890625,0.24446519067036485
gpt-5.4-Instant,World-State Reasoning,env_how,all,1024,0.3603515625,0.1201171875,0.23547251755899817
gpt-5.4-Thinking,Agent-State Reasoning,self_where,all,1024,0.384765625,0.1298828125,0.24928745762948062
gpt-5.4-Thinking,Agent-State Reasoning,self_what,all,1024,0.435546875,0.1181640625,0.25804168315798814
gpt-5.4-Thinking,World-State Reasoning,env_where,all,1024,0.4462890625,0.140625,0.23916418584042223
gpt-5.4-Thinking,World-State Reasoning,env_how,all,1024,0.431640625,0.138671875,0.23600021245350217
gpt-5.5-Instant,Agent-State Reasoning,self_where,all,1024,0.3798828125,0.1943359375,0.2616517170369373
gpt-5.5-Instant,Agent-State Reasoning,self_what,all,1024,0.5341796875,0.1748046875,0.2632514216087212
gpt-5.5-Instant,World-State Reasoning,env_where,all,1024,0.654296875,0.17578125,0.2506338518509504
gpt-5.5-Instant,World-State Reasoning,env_how,all,1024,0.5361328125,0.1787109375,0.24741223368305534
gpt-5.5-Thinking,Agent-State Reasoning,self_where,all,1024,0.37890625,0.21875,0.2850152013001537
gpt-5.5-Thinking,Agent-State Reasoning,self_what,all,1024,0.552734375,0.1904296875,0.28332251036137374
gpt-5.5-Thinking,World-State Reasoning,env_where,all,1024,0.6640625,0.2275390625,0.2811789247858814
gpt-5.5-Thinking,World-State Reasoning,env_how,all,1024,0.544921875,0.2001953125,0.27548431912904064
gpt-5.5-Thinking-High,Agent-State Reasoning,self_where,all,1024,0.0908203125,0.05859375,0.0658020279196307
gpt-5.5-Thinking-High,Agent-State Reasoning,self_what,all,1024,0.111328125,0.0517578125,0.06292904374008203
gpt-5.5-Thinking-High,World-State Reasoning,env_where,all,1024,0.0126953125,0.0078125,0.008145896788101249
gpt-5.5-Thinking-High,World-State Reasoning,env_how,all,1024,0.0107421875,0.0068359375,0.008243631832732117
intern-s1-pro-Instant,Agent-State Reasoning,self_where,all,1024,0.2939453125,0.173828125,0.26837094149538576
intern-s1-pro-Instant,Agent-State Reasoning,self_what,all,1024,0.26171875,0.10546875,0.22649462885588903
intern-s1-pro-Instant,World-State Reasoning,env_where,all,1024,0.2783203125,0.02734375,0.13674967030880608
intern-s1-pro-Instant,World-State Reasoning,env_how,all,1024,0.302734375,0.0322265625,0.14031416181858536
internvl3.5-241b-a28b-Instant,Agent-State Reasoning,self_where,all,1024,0.3291015625,0.3134765625,0.3410822045493624
internvl3.5-241b-a28b-Instant,Agent-State Reasoning,self_what,all,1024,0.2607421875,0.1748046875,0.24760639388534056
internvl3.5-241b-a28b-Instant,World-State Reasoning,env_where,all,1024,0.5009765625,0.0537109375,0.1617070554211509
internvl3.5-241b-a28b-Instant,World-State Reasoning,env_how,all,1024,0.41796875,0.0517578125,0.15260990930804494
kimi-k2.6-Instant,Agent-State Reasoning,self_where,all,1024,0.361328125,0.220703125,0.28492953004734395
kimi-k2.6-Instant,Agent-State Reasoning,self_what,all,1024,0.3232421875,0.1220703125,0.20830172706846917
kimi-k2.6-Instant,World-State Reasoning,env_where,all,1024,0.427734375,0.123046875,0.21949971634669976
kimi-k2.6-Instant,World-State Reasoning,env_how,all,1024,0.2802734375,0.1083984375,0.2042914757373632
mimo-v2-omni-Thinking,Agent-State Reasoning,self_where,all,1024,0.3232421875,0.2392578125,0.2641861655222951
mimo-v2-omni-Thinking,Agent-State Reasoning,self_what,all,1024,0.314453125,0.2392578125,0.2895073635875884
mimo-v2-omni-Thinking,World-State Reasoning,env_where,all,1024,0.587890625,0.2060546875,0.2611609417255485
mimo-v2-omni-Thinking,World-State Reasoning,env_how,all,1024,0.5888671875,0.19140625,0.2522753378561837
mimo-v2-pro-Instant,Agent-State Reasoning,self_where,all,1024,0.21875,0.0048828125,0.09878829586240274
mimo-v2-pro-Instant,Agent-State Reasoning,self_what,all,1024,0.263671875,0.0,0.08501601474893601
mimo-v2-pro-Instant,World-State Reasoning,env_where,all,1024,0.3681640625,0.08984375,0.14771118965085026
mimo-v2-pro-Instant,World-State Reasoning,env_how,all,1024,0.3701171875,0.0712890625,0.12648437157120002
mimo-v2.5-Instant,Agent-State Reasoning,self_where,all,1024,0.3310546875,0.4326171875,0.3826521551094516
mimo-v2.5-Instant,Agent-State Reasoning,self_what,all,1024,0.2734375,0.4345703125,0.40146412778669355
mimo-v2.5-Instant,World-State Reasoning,env_where,all,1024,0.51171875,0.265625,0.30748549204946857
mimo-v2.5-Instant,World-State Reasoning,env_how,all,1024,0.4970703125,0.2783203125,0.3148714964528844
mimo-v2.5-Thinking,Agent-State Reasoning,self_where,all,1024,0.33984375,0.2529296875,0.27048631714066895
mimo-v2.5-Thinking,Agent-State Reasoning,self_what,all,1024,0.28515625,0.2451171875,0.2900810324506041
mimo-v2.5-Thinking,World-State Reasoning,env_where,all,1024,0.587890625,0.2099609375,0.25954902594161555
mimo-v2.5-Thinking,World-State Reasoning,env_how,all,1024,0.57421875,0.1826171875,0.25437081534248923
mimo-v2.5-pro-Instant,Agent-State Reasoning,self_where,all,1024,0.2001953125,0.0048828125,0.12590238669553205
mimo-v2.5-pro-Instant,Agent-State Reasoning,self_what,all,1024,0.255859375,0.0,0.06560843445384285
mimo-v2.5-pro-Instant,World-State Reasoning,env_where,all,1024,0.416015625,0.068359375,0.15151799399860955
mimo-v2.5-pro-Instant,World-State Reasoning,env_how,all,1024,0.357421875,0.0771484375,0.1374003300054994
moonshotai/kimi-k2.5-Instant,Agent-State Reasoning,self_where,all,1024,0.3427734375,0.2705078125,0.30402903866024095
moonshotai/kimi-k2.5-Instant,Agent-State Reasoning,self_what,all,1024,0.3271484375,0.1845703125,0.23896418203275394
moonshotai/kimi-k2.5-Instant,World-State Reasoning,env_where,all,1024,0.3935546875,0.0498046875,0.15554994000998812
moonshotai/kimi-k2.5-Instant,World-State Reasoning,env_how,all,1024,0.30078125,0.046875,0.14356529746285374
openai/gpt-5.3-chat,Agent-State Reasoning,self_where,all,1024,0.3515625,0.119140625,0.23477445399694452
openai/gpt-5.3-chat,Agent-State Reasoning,self_what,all,1024,0.373046875,0.138671875,0.2670147185505325
openai/gpt-5.3-chat,World-State Reasoning,env_where,all,1024,0.5654296875,0.1494140625,0.2251763096434379
openai/gpt-5.3-chat,World-State Reasoning,env_how,all,1024,0.623046875,0.154296875,0.22450368456205202
qwen3.5-flash-Instant,Agent-State Reasoning,self_where,all,1024,0.2783203125,0.2158203125,0.2982137090662446
qwen3.5-flash-Instant,Agent-State Reasoning,self_what,all,1024,0.2890625,0.158203125,0.23134258690272055
qwen3.5-flash-Instant,World-State Reasoning,env_where,all,1024,0.5244140625,0.087890625,0.19359071296425526
qwen3.5-flash-Instant,World-State Reasoning,env_how,all,1024,0.544921875,0.0888671875,0.20057726159772965
qwen3.5-plus-Instant,Agent-State Reasoning,self_where,all,1024,0.2861328125,0.2138671875,0.27079363493902314
qwen3.5-plus-Instant,Agent-State Reasoning,self_what,all,1024,0.2900390625,0.123046875,0.2408682246874089
qwen3.5-plus-Instant,World-State Reasoning,env_where,all,1024,0.4755859375,0.0966796875,0.19316570037853675
qwen3.5-plus-Instant,World-State Reasoning,env_how,all,1024,0.4892578125,0.0830078125,0.200086820612995
qwen3.6-flash-Instant,Agent-State Reasoning,self_where,all,1024,0.2509765625,0.24609375,0.3202201974682011
qwen3.6-flash-Instant,Agent-State Reasoning,self_what,all,1024,0.287109375,0.1923828125,0.29827557950296907
qwen3.6-flash-Instant,World-State Reasoning,env_where,all,1024,0.626953125,0.1943359375,0.27081448457206453
qwen3.6-flash-Instant,World-State Reasoning,env_how,all,1024,0.5673828125,0.185546875,0.25805844228392244
qwen3.6-plus-Instant,Agent-State Reasoning,self_where,all,1024,0.328125,0.166015625,0.27093338431821995
qwen3.6-plus-Instant,Agent-State Reasoning,self_what,all,1024,0.3349609375,0.1474609375,0.26080182812369407
qwen3.6-plus-Instant,World-State Reasoning,env_where,all,1024,0.484375,0.07421875,0.18967861873916034
qwen3.6-plus-Instant,World-State Reasoning,env_how,all,1024,0.4248046875,0.0595703125,0.19863341153416172
qwen3.7-plus-Instant,Agent-State Reasoning,self_where,all,1024,0.3330078125,0.18359375,0.2795283824369234
qwen3.7-plus-Instant,Agent-State Reasoning,self_what,all,1024,0.345703125,0.2138671875,0.3027718135788073
qwen3.7-plus-Instant,World-State Reasoning,env_where,all,1024,0.5537109375,0.18359375,0.26687726251945904
qwen3.7-plus-Instant,World-State Reasoning,env_how,all,1024,0.43359375,0.1875,0.2696903476857638
qwen3.7-plus-Thinking,Agent-State Reasoning,self_where,all,1024,0.416015625,0.185546875,0.27681399860348704
qwen3.7-plus-Thinking,Agent-State Reasoning,self_what,all,1024,0.3896484375,0.177734375,0.2752679052099279
qwen3.7-plus-Thinking,World-State Reasoning,env_where,all,1024,0.66796875,0.171875,0.25390734983050744
qwen3.7-plus-Thinking,World-State Reasoning,env_how,all,1024,0.7265625,0.1484375,0.2548015147587889
